Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
UC-Irvine3,3,Jonathan Galloway,JR,F,UC-Irvine,Big West,35,893,51,108,51,108,0,0,25,43,78,186,264,18,17,47,45,105,127
UC-Irvine4,4,John Edgar Jr.,SO,F,UC-Irvine,Big West,35,850,117,285,82,157,35,128,24,33,32,110,142,34,14,1,52,49,293
UC-Irvine5,5,Max Hazzard,SO,G,UC-Irvine,Big West,33,750,93,257,41,114,52,143,38,49,10,56,66,64,17,0,55,49,276
UC-Irvine6,6,Tommy Rutherford,SO,F,UC-Irvine,Big West,35,747,133,228,127,214,6,14,82,115,62,137,199,28,9,23,72,103,354
UC-Irvine7,7,Elston Jones,JR,F,UC-Irvine,Big West,34,534,69,122,69,122,0,0,15,43,74,115,189,18,8,30,39,95,153
UC-Irvine8,8,Brad Greene,SO,C,UC-Irvine,Big West,35,427,63,132,63,132,0,0,36,48,53,85,138,11,4,27,26,75,162
UC-Irvine9,9,Brandon Smith,JR,F,UC-Irvine,Big West,30,373,26,68,25,44,1,24,14,20,7,39,46,26,9,6,24,41,67
UC-Irvine10,10,Darrian Traylor,SO,G,UC-Irvine,Big West,28,204,19,52,6,14,13,38,13,21,8,28,36,8,5,0,13,15,64
UC-Irvine11,11,Riley Welch,FR,G,UC-Irvine,Big West,27,141,4,13,2,5,2,8,4,5,2,12,14,15,2,0,7,22,14
UC-Irvine12,12,Justin Wertner,FR,G,UC-Irvine,Big West,20,139,14,38,4,14,10,24,9,9,10,9,19,6,4,1,3,12,47
UC-Irvine13,13,Teo Davidian,,G,UC-Irvine,Big West,10,16,3,12,2,9,1,3,4,6,3,2,5,3,1,0,1,1,11
UCLA1,1,Aaron Holiday,JR,G,UCLA,Pac-12,32,1204,205,443,121,249,84,194,157,190,16,100,116,185,42,8,115,82,651
UCLA2,2,Thomas Welsh,SR,C,UCLA,Pac-12,32,1064,161,329,116,219,45,110,48,58,85,258,343,46,22,29,31,78,415
UCLA3,3,Kris Wilkes,FR,G,UCLA,Pac-12,32,949,157,356,104,203,53,153,75,114,43,116,159,53,24,18,41,81,442
UCLA4,4,Gyorgy Goloman,SR,F,UCLA,Pac-12,32,783,84,154,66,112,18,42,47,75,53,85,138,39,19,38,34,110,233
UCLA5,5,Jaylen Hands,FR,G,UCLA,Pac-12,30,758,101,248,59,136,42,112,58,78,18,100,118,80,30,4,55,49,302
UCLA6,6,Prince Ali,SO,G,UCLA,Pac-12,32,733,98,224,64,130,34,94,58,90,23,77,100,45,25,5,44,56,288
UCLA7,7,Alex Olesinski,SO,F,UCLA,Pac-12,32,576,47,91,31,47,16,44,31,43,41,83,124,15,11,15,15,73,141
UCLA8,8,Chris Smith,FR,G,UCLA,Pac-12,32,421,47,106,42,79,5,27,31,53,16,45,61,17,8,7,38,38,130
UCLA9,9,Ikenna Okwarabizie,SR,C,UCLA,Pac-12,7,29,3,5,3,4,0,1,0,0,2,7,9,0,1,1,1,4,6
UCLA10,10,Alec Wulff,SR,G,UCLA,Pac-12,9,24,3,5,0,1,3,4,2,2,0,0,0,2,1,0,1,1,11
UCLA11,11,Joseph Wallace,FR,G,UCLA,Pac-12,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
UCLA12,12,Isaac Wulff,SO,G,UCLA,Pac-12,2,3,0,3,0,1,0,2,2,2,0,0,0,0,0,0,0,1,2
UCLA13,13,Armani Dodson,SO,G,UCLA,Pac-12,2,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0
UC-Riverside1,1,Chance Murray,JR,G,UC-Riverside,Big West,31,1056,131,381,92,241,39,140,92,134,24,142,166,119,55,7,79,58,393
UC-Riverside2,2,Dikymbe Martin,FR,G,UC-Riverside,Big West,25,786,116,275,85,199,31,76,76,89,14,75,89,71,30,0,68,56,339
UC-Riverside3,3,Alex Larsson,SO,F,UC-Riverside,Big West,28,667,111,210,111,210,0,0,52,82,55,105,160,20,8,17,67,82,274
UC-Riverside4,4,Brandon Rosser,JR,F,UC-Riverside,Big West,31,651,66,145,52,100,14,45,37,53,30,82,112,28,9,20,35,93,183
UC-Riverside5,5,DJ Sylvester,FR,G,UC-Riverside,Big West,27,650,64,184,37,104,27,80,54,80,15,62,77,26,15,1,36,56,209
UC-Riverside6,6,Menno Dijkstra,FR,C,UC-Riverside,Big West,30,439,66,141,44,87,22,54,16,18,28,53,81,16,8,13,16,45,170
UC-Riverside7,7,James Jackson,JR,F,UC-Riverside,Big West,30,367,26,65,19,41,7,24,7,22,16,51,67,24,3,4,23,33,66
UC-Riverside8,8,Koh Flippin,FR,G,UC-Riverside,Big West,25,342,26,82,11,29,15,53,17,25,13,28,41,28,32,5,14,35,84
UC-Riverside9,9,Idy Diallo,SO,C,UC-Riverside,Big West,27,300,30,57,30,57,0,0,9,16,29,60,89,7,6,17,32,73,69
UC-Riverside10,10,Ajani Kennedy,,F,UC-Riverside,Big West,22,221,26,53,20,37,6,16,20,24,12,22,34,12,4,7,18,26,78
UC-Riverside11,11,Alec Hickman,FR,G,UC-Riverside,Big West,18,206,15,47,8,15,7,32,0,1,5,15,20,8,6,1,2,9,37
UC-Riverside12,12,Dominick Pickett,FR,G,UC-Riverside,Big West,20,203,10,33,7,19,3,14,2,3,4,15,19,17,6,1,13,17,25
UC-Riverside13,13,Eric Rwahwire,FR,F,UC-Riverside,Big West,15,154,16,56,7,23,9,33,6,7,6,18,24,4,3,2,6,16,47
UC-Riverside14,14,Ryker Pierce,,G,UC-Riverside,Big West,13,92,4,24,1,6,3,18,8,10,3,3,6,2,4,0,2,13,19
UC-Riverside15,15,Jayvon Brown,JR,G,UC-Riverside,Big West,9,89,9,26,7,15,2,11,11,15,1,6,7,5,1,0,10,5,31
UC-Riverside16,16,Marcus Berkley,,G,UC-Riverside,Big West,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
UC-Santa Barbara1,1,Max Heidegger,SO,G,UC-Santa Barbara,Big West,32,1053,195,451,100,216,95,235,127,166,11,68,79,79,19,2,50,69,612
UC-Santa Barbara2,2,Leland King,SR,F,UC-Santa Barbara,Big West,32,1017,186,401,133,273,53,128,73,97,66,261,327,61,24,5,40,52,498
UC-Santa Barbara3,3,Marcus Jackson,SR,G,UC-Santa Barbara,Big West,28,933,82,205,39,85,43,120,27,45,3,63,66,113,21,7,52,34,234
UC-Santa Barbara4,4,Gabe Vincent,SR,G,UC-Santa Barbara,Big West,32,932,138,307,83,161,55,146,66,82,3,58,61,104,35,6,38,92,397
UC-Santa Barbara5,5,Jalen Canty,SR,F,UC-Santa Barbara,Big West,26,714,129,220,129,220,0,0,72,109,89,111,200,25,14,48,33,64,330
UC-Santa Barbara6,6,Christian Terrell,SO,G,UC-Santa Barbara,Big West,30,533,34,75,29,55,5,20,12,19,23,71,94,53,19,6,30,54,85
UC-Santa Barbara7,7,Ami Lakoju,JR,F,UC-Santa Barbara,Big West,32,384,58,99,58,99,0,0,11,24,51,55,106,2,2,19,30,67,127
UC-Santa Barbara8,8,Jarriesse Blackmon,JR,F,UC-Santa Barbara,Big West,23,268,17,36,16,33,1,3,9,15,22,38,60,6,4,14,11,40,44
UC-Santa Barbara9,9,Brandon Davis,FR,G,UC-Santa Barbara,Big West,28,189,7,19,5,13,2,6,4,9,1,16,17,22,7,0,15,22,20
UC-Santa Barbara10,10,Alex Hart,SR,F,UC-Santa Barbara,Big West,24,150,14,31,14,31,0,0,9,16,13,25,38,1,3,5,7,16,37
UC-Santa Barbara11,11,Maxwell Kupchak,JR,F,UC-Santa Barbara,Big West,21,114,6,12,6,12,0,0,3,7,4,22,26,5,3,5,5,15,15
UC-Santa Barbara12,12,Sam Walters,JR,G,UC-Santa Barbara,Big West,9,61,4,12,2,2,2,10,0,0,1,7,8,8,2,0,6,5,10
UC-Santa Barbara13,13,Clifton Powell,SO,G,UC-Santa Barbara,Big West,7,39,3,11,3,8,0,3,0,2,0,3,3,2,0,1,5,4,6
UC-Santa Barbara14,14,J.D. Slajchert,JR,F,UC-Santa Barbara,Big West,7,28,3,9,2,6,1,3,1,2,2,4,6,0,1,0,3,2,8
UC-Santa Barbara15,15,Andrew Pickles,SO,F,UC-Santa Barbara,Big West,2,10,1,3,1,3,0,0,0,1,2,1,3,0,0,0,0,0,2
University of California1,1,Darius McNeill,FR,G,University of California,Pac-12,32,1051,128,336,61,146,67,190,40,54,10,84,94,70,39,6,70,76,363
University of California2,2,Justice Sueing,FR,F,University of California,Pac-12,32,1023,157,362,115,227,42,135,86,128,48,123,171,44,48,15,68,75,442
University of California3,3,Don Coleman,JR,G,University of California,Pac-12,30,943,127,387,101,280,26,107,147,197,32,56,88,57,42,1,60,68,427
University of California4,4,Marcus Lee,SR,F,University of California,Pac-12,32,888,151,268,151,268,0,0,63,103,98,132,230,42,21,52,85,115,365
University of California5,5,Kingsley Okoroh,SR,C,University of California,Pac-12,32,804,68,168,68,168,0,0,45,66,65,108,173,26,8,66,40,95,181
University of California6,6,Juhwan Harris-Dyson,FR,G,University of California,Pac-12,30,582,70,142,70,129,0,13,47,82,46,56,102,31,34,7,54,73,187
University of California7,7,Nick Hamilton,SR,G,University of California,Pac-12,31,443,19,55,15,41,4,14,17,25,23,35,58,22,15,1,31,55,59
University of California8,8,Roman Davis,SO,F,University of California,Pac-12,25,205,17,53,15,45,2,8,12,26,16,37,53,9,4,1,13,31,48
University of California9,9,Grant Anticevich,FR,F,University of California,Pac-12,23,171,11,35,9,22,2,13,10,13,11,25,36,3,2,3,10,18,34
University of California10,10,Deschon Winston,FR,G,University of California,Pac-12,25,163,15,50,11,27,4,23,7,9,5,11,16,7,4,0,18,17,41
University of California11,11,Austin McCullough,FR,G,University of California,Pac-12,19,91,0,12,0,2,0,10,2,2,0,4,4,2,1,0,4,10,2
University of California12,12,Cole Welle,,F,University of California,Pac-12,15,51,2,15,2,12,0,3,6,10,10,5,15,0,2,2,1,14,10
University of California13,13,Jacob Orender,JR,G,University of California,Pac-12,3,5,0,1,0,1,0,0,2,2,0,1,1,0,0,0,0,1,2
University of California14,14,Derek King,FR,G,University of California,Pac-12,3,4,2,3,1,1,1,2,0,0,0,2,2,0,0,0,1,0,5
University of California15,15,Jules Erving,FR,F,University of California,Pac-12,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Utah1,1,Justin Bibbins,SR,G,Utah,Pac-12,30,1034,132,284,51,103,81,181,90,105,11,77,88,145,39,4,57,77,435
Utah2,2,Tyler Rawson,SR,F,Utah,Pac-12,30,928,103,236,51,95,52,141,59,76,34,170,204,115,21,30,59,61,317
Utah3,3,Sedrick Barefield,JR,G,Utah,Pac-12,27,760,94,251,52,118,42,133,76,86,6,50,56,68,24,3,51,40,306
Utah4,4,David Collette,SR,F,Utah,Pac-12,29,633,152,238,150,232,2,6,68,95,43,93,136,32,25,20,40,82,374
Utah5,5,Parker Van Dyke,FR,G,Utah,Pac-12,30,582,46,120,16,28,30,92,16,24,4,31,35,47,15,1,22,23,138
Utah6,6,Gabe Bealer,SR,G,Utah,Pac-12,28,524,58,132,16,28,42,104,7,10,6,50,56,10,8,2,16,36,165
Utah7,7,Donnie Tillman,FR,F,Utah,Pac-12,23,462,64,136,55,110,9,26,48,57,31,73,104,12,9,6,33,42,185
Utah8,8,Jayce Johnson,SO,F,Utah,Pac-12,26,437,47,95,47,95,0,0,44,71,44,97,141,5,9,26,28,62,138
Utah9,9,Kolbe Caldwell,SO,G,Utah,Pac-12,23,292,21,61,10,24,11,37,5,7,5,19,24,15,5,1,21,27,58
Utah10,10,Chris Seeley,FR,F,Utah,Pac-12,17,136,19,43,19,40,0,3,13,28,12,34,46,8,1,8,11,25,51
Utah11,11,Christian Popoola,FR,G,Utah,Pac-12,15,93,4,16,4,11,0,5,5,6,0,13,13,2,2,0,8,13,13
Utah12,12,Jake Connor,JR,G,Utah,Pac-12,14,77,5,22,0,2,5,20,2,5,2,4,6,2,0,2,0,6,17
Utah13,13,Jakub Jokl,SO,F,Utah,Pac-12,10,37,3,4,3,4,0,0,2,2,6,4,10,1,0,2,3,6,8
Utah14,14,Beau Rydalch,,G,Utah,Pac-12,4,13,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0
Utah15,15,Marc Reininger,SO,F,Utah,Pac-12,5,13,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0
Utah16,16,Nate Duda,SO,G,Utah,Pac-12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah State1,1,Sam Merrill,SO,G,Utah State,MWC,34,1202,192,381,94,170,98,211,73,86,7,105,112,107,35,7,62,75,555
Utah State2,2,Koby McEwen,,G,Utah State,MWC,30,970,150,375,83,172,67,203,100,138,13,150,163,97,23,1,89,78,467
Utah State3,3,Dwayne Brown Jr.,JR,F,Utah State,MWC,34,871,115,257,84,158,31,99,45,64,49,120,169,47,21,8,57,90,306
Utah State4,4,Diogo Brito,SO,G,Utah State,MWC,34,836,76,165,55,95,21,70,32,53,21,97,118,67,27,2,53,53,205
Utah State5,5,Quinn Taylor,JR,F,Utah State,MWC,33,763,92,152,78,118,14,34,26,46,67,87,154,45,13,24,28,83,224
Utah State6,6,Alexis Dargenton,SR,F,Utah State,MWC,29,522,59,108,58,104,1,4,65,97,36,58,94,28,12,15,43,61,184
Utah State7,7,DeAngelo Isby,JR,G,Utah State,MWC,28,521,79,187,57,109,22,78,55,69,23,57,80,32,13,2,43,44,235
Utah State8,8,Daron Henson,FR,F,Utah State,MWC,33,413,46,133,8,34,38,99,12,22,20,44,64,7,1,2,13,50,142
Utah State9,9,Julion Pearre,,G,Utah State,MWC,17,276,25,65,11,30,14,35,17,20,2,23,25,18,11,2,18,21,81
Utah State10,10,Abel Porter,FR,G,Utah State,MWC,22,171,8,21,6,12,2,9,8,15,1,14,15,15,6,1,9,22,26
Utah State11,11,Crew Ainge,FR,G,Utah State,MWC,16,111,2,18,2,9,0,9,4,7,3,5,8,7,6,0,8,15,8
Utah State12,12,Klay Stall,FR,C,Utah State,MWC,10,86,9,16,9,16,0,0,4,9,8,21,29,2,1,4,7,13,22
Utah State13,13,Brock Miller,FR,G,Utah State,MWC,5,83,12,26,3,7,9,19,1,1,2,5,7,1,1,0,6,12,34
Utah Valley1,1,Brandon Randolph,SR,G,Utah Valley,WAC,31,1002,118,274,86,189,32,85,66,89,19,93,112,143,34,3,79,62,334
Utah Valley2,2,Conner Toolson,JR,G,Utah Valley,WAC,32,999,139,297,64,114,75,183,49,61,18,99,117,49,50,11,42,62,402
Utah Valley3,3,Kenneth Ogbe,SR,G,Utah Valley,WAC,31,935,134,289,75,144,59,145,81,117,19,82,101,46,25,7,55,54,408
Utah Valley4,4,Jake Toolson,SO,G,Utah Valley,WAC,31,869,124,245,95,164,29,81,77,91,24,124,148,94,25,7,53,32,354
Utah Valley5,5,Akolda Manyang,SR,C,Utah Valley,WAC,29,623,139,222,139,222,0,0,98,144,79,150,229,24,10,68,69,82,376
Utah Valley6,6,Ben Nakwaasah,JR,G,Utah Valley,WAC,32,539,50,140,23,61,27,79,23,28,9,56,65,67,20,2,39,65,150
Utah Valley7,7,Isaac Neilson,SR,F,Utah Valley,WAC,32,486,67,106,63,97,4,9,27,33,59,89,148,21,16,22,31,64,165
Utah Valley8,8,Zach Nelson,SR,F,Utah Valley,WAC,25,296,36,57,31,52,5,5,28,39,25,51,76,30,4,2,22,28,105
Utah Valley9,9,Jerrelle DeBerry,,G,Utah Valley,WAC,17,285,38,102,22,61,16,41,38,53,15,33,48,12,2,2,22,41,130
Utah Valley10,10,Cory Calvert,JR,G,Utah Valley,WAC,16,141,8,30,6,13,2,17,4,5,3,18,21,19,2,0,11,12,22
Utah Valley11,11,Joonas Tahvanainen,SO,F,Utah Valley,WAC,14,95,5,14,5,9,0,5,3,5,8,14,22,4,2,2,6,16,13
Utah Valley12,12,Mckay Johnson,SO,G,Utah Valley,WAC,14,57,3,6,2,4,1,2,3,7,3,8,11,6,0,0,6,4,10
Utah Valley13,13,Richard Harward,FR,C,Utah Valley,WAC,13,50,5,15,5,15,0,0,6,12,11,13,24,1,0,5,0,7,16
Utah Valley14,14,Daniel Nyman,SO,G,Utah Valley,WAC,12,48,3,9,1,3,2,6,4,4,0,4,4,1,2,0,2,1,12
Valparaiso1,1,Bakari Evelyn,SO,G,Valparaiso,MVC,32,1003,140,312,83,163,57,149,65,85,8,90,98,93,44,3,88,70,402
Valparaiso2,2,Tevonn Walker,SR,G,Valparaiso,MVC,28,864,134,347,95,209,39,138,106,136,32,103,135,48,48,2,48,67,413
Valparaiso3,3,Max Joseph,SR,G,Valparaiso,MVC,32,842,84,173,67,126,17,47,48,80,31,104,135,66,48,2,47,73,233
Valparaiso4,4,Markus Golder,SO,G,Valparaiso,MVC,32,728,109,221,76,144,33,77,54,65,27,111,138,42,26,16,50,74,305
Valparaiso5,5,Derrik Smits,SO,C,Valparaiso,MVC,32,570,91,160,91,160,0,0,57,87,43,71,114,23,6,21,62,76,239
Valparaiso6,6,Micah Bradford,SO,G,Valparaiso,MVC,31,506,55,161,30,70,25,91,24,49,4,41,45,68,21,2,38,60,159
Valparaiso7,7,Jaume Sorolla,SO,C,Valparaiso,MVC,30,488,55,101,55,100,0,1,37,48,44,59,103,7,11,32,25,74,147
Valparaiso8,8,John Kiser,SO,G,Valparaiso,MVC,26,472,19,48,10,22,9,26,25,33,27,69,96,23,12,6,12,45,72
Valparaiso9,9,Mileek McMillan,FR,F,Valparaiso,MVC,32,338,36,87,20,43,16,44,14,18,8,38,46,11,5,7,36,64,102
Valparaiso10,10,Joe Burton,JR,G,Valparaiso,MVC,10,251,39,81,22,36,17,45,20,26,8,26,34,8,1,6,16,14,115
Valparaiso11,11,Parker Hazen,FR,F,Valparaiso,MVC,21,175,6,20,6,14,0,6,8,14,8,17,25,4,1,1,19,22,20
Valparaiso12,12,Marten Linssen,FR,F,Valparaiso,MVC,22,163,13,30,13,30,0,0,19,33,15,29,44,6,12,7,15,39,45
Vanderbilt1,1,Jeff Roberson,SR,F,Vanderbilt,SEC,32,1102,164,343,102,190,62,153,152,178,61,167,228,49,28,11,49,91,542
Vanderbilt2,2,Riley LaChance,SR,G,Vanderbilt,SEC,32,1015,156,341,75,147,81,194,57,73,12,90,102,103,15,0,40,64,450
Vanderbilt3,3,Saben Lee,FR,G,Vanderbilt,SEC,32,857,115,249,92,174,23,75,85,117,22,73,95,99,39,5,71,78,338
Vanderbilt4,4,Joe Toye,JR,G,Vanderbilt,SEC,32,602,68,170,48,94,20,76,27,44,17,48,65,26,9,9,42,66,183
Vanderbilt5,5,Payton Willis,SO,G,Vanderbilt,SEC,31,573,48,138,10,29,38,109,23,35,10,48,58,43,14,3,29,41,157
Vanderbilt6,6,Clevon Brown,SO,F,Vanderbilt,SEC,32,543,51,112,40,66,11,46,12,26,42,56,98,7,9,42,27,67,125
Vanderbilt7,7,Matthew Fisher-Davis,SR,G,Vanderbilt,SEC,17,443,61,162,26,57,35,105,34,39,18,63,81,21,19,9,19,40,191
