Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Murray State1,1,Jonathan Stark,SR,G,Murray State,OVC,31,1126,220,478,111,212,109,266,127,143,12,73,85,122,42,6,76,53,676
Murray State2,2,Temetrius Morant,FR,G,Murray State,OVC,31,1052,128,280,101,194,27,86,108,134,53,152,205,199,29,10,76,60,391
Murray State3,3,Terrell Miller Jr.,SR,F,Murray State,OVC,31,943,170,344,105,178,65,166,51,72,30,228,258,49,24,15,54,76,456
Murray State4,4,Leroy Buchanan,JR,G,Murray State,OVC,31,847,114,222,94,158,20,64,38,54,33,91,124,33,50,12,41,66,286
Murray State5,5,Byron Hawkins,JR,G,Murray State,OVC,29,549,67,152,33,66,34,86,39,56,15,22,37,29,19,0,24,44,207
Murray State6,6,Brion Sanchious,JR,F,Murray State,OVC,31,541,43,70,43,70,0,0,7,25,32,56,88,8,18,12,21,62,93
Murray State7,7,Jalen Dupree,SO,F,Murray State,OVC,29,508,56,99,56,99,0,0,56,84,57,71,128,4,7,23,23,66,168
Murray State8,8,Anthony Smith,JR,F,Murray State,OVC,31,447,31,58,30,56,1,2,51,74,45,60,105,9,19,18,37,88,114
Murray State9,9,Jachai Taylor,SO,G,Murray State,OVC,15,86,6,19,3,8,3,11,0,2,1,9,10,0,1,1,2,11,15
Murray State10,10,Brion Whitley,FR,G,Murray State,OVC,14,46,7,14,4,4,3,10,5,9,2,4,6,2,1,0,3,4,22
Murray State11,11,Devin Gilmore,FR,F,Murray State,OVC,12,29,4,7,4,7,0,0,0,2,2,10,12,0,1,1,1,3,8
Murray State12,12,Zach Hopewell,FR,G,Murray State,OVC,12,26,3,9,1,4,2,5,3,9,1,1,2,4,0,0,2,4,11
Navy1,1,Shawn Anderson,SR,G,Navy,Patriot,31,952,141,314,121,252,20,62,110,148,44,114,158,104,31,1,89,59,412
Navy2,2,Bryce Dulin,SR,G,Navy,Patriot,32,927,113,282,74,153,39,129,58,91,27,73,100,55,22,5,52,64,323
Navy3,3,Hasan Abdullah,JR,G,Navy,Patriot,30,874,106,263,57,126,49,137,37,59,8,83,91,101,65,1,88,82,298
Navy4,4,Tom Lacey,SR,F,Navy,Patriot,31,810,89,175,88,169,1,6,88,131,62,141,203,51,24,11,54,73,267
Navy5,5,Evan Wieck,SO,C,Navy,Patriot,32,625,79,123,79,123,0,0,19,27,48,54,102,21,13,9,23,76,177
Navy6,6,George Kiernan,JR,F,Navy,Patriot,30,600,93,231,46,92,47,139,61,74,29,111,140,23,10,5,40,73,294
Navy7,7,Cam Davis,FR,G,Navy,Patriot,32,549,58,125,32,60,26,65,24,30,3,29,32,22,9,1,22,25,166
Navy8,8,Tyler Riemersma,FR,F,Navy,Patriot,28,288,20,51,20,46,0,5,19,25,34,43,77,22,11,6,19,20,59
Navy9,9,Nourse Fox,SR,G,Navy,Patriot,30,280,9,33,8,18,1,15,8,10,3,18,21,29,12,0,21,28,27
Navy10,10,Ryan Pearson,JR,G,Navy,Patriot,30,215,28,71,10,24,18,47,8,10,2,13,15,8,3,0,8,16,82
Navy11,11,Mo Lewis,JR,F,Navy,Patriot,21,188,18,31,18,31,0,0,14,15,25,19,44,6,5,1,7,29,50
Navy12,12,Dom Antonelli,JR,G,Navy,Patriot,8,31,2,9,1,3,1,6,0,0,0,6,6,0,0,0,1,0,5
Navy13,13,Matt Cullen,SO,G,Navy,Patriot,6,21,3,5,1,1,2,4,0,0,0,0,0,4,1,0,1,2,8
Navy14,14,JR Mathis,FR,G,Navy,Patriot,5,14,2,4,1,2,1,2,0,0,0,0,0,1,0,0,1,0,5
Navy15,15,Danny Ogele,FR,F,Navy,Patriot,3,12,1,2,1,2,0,0,0,0,2,2,4,3,0,0,0,0,2
Navy16,16,Connor Mannion,SO,F,Navy,Patriot,3,12,1,3,1,1,0,2,2,2,2,3,5,0,0,0,0,1,4
Navy17,17,Luke Loehr,FR,F,Navy,Patriot,3,10,5,7,5,6,0,1,0,0,1,2,3,0,0,0,3,5,10
Navy18,18,Ryan Reagan,FR,F,Navy,Patriot,2,7,2,4,2,4,0,0,2,3,1,1,2,0,0,0,0,0,6
Navy19,19,Alex Loehr,FR,F,Navy,Patriot,2,4,1,1,0,0,1,1,1,2,1,1,2,0,0,0,0,0,4
Navy20,20,Eli Lake,FR,G,Navy,Patriot,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Navy21,21,Jack Lawrence,FR,C,Navy,Patriot,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Nebraska1,1,James Palmer,JR,G,Nebraska,Big Ten,32,989,176,393,133,259,43,134,160,217,38,100,138,94,31,14,71,58,555
Nebraska2,2,Isaac Copeland,JR,F,Nebraska,Big Ten,32,981,154,324,115,217,39,107,64,92,53,146,199,38,27,33,32,51,411
Nebraska3,3,Glynn Watson Jr.,JR,G,Nebraska,Big Ten,32,950,117,334,84,219,33,115,70,89,24,83,107,104,44,7,48,74,337
Nebraska4,4,Evan Taylor,SR,G,Nebraska,Big Ten,32,830,67,156,52,123,15,33,58,81,26,86,112,73,32,15,40,65,207
Nebraska5,5,Isaiah Roby,SO,F,Nebraska,Big Ten,31,745,92,161,76,122,16,39,70,97,52,140,192,53,20,62,46,98,270
Nebraska6,6,Anton Gill,SR,G,Nebraska,Big Ten,30,729,78,195,25,57,53,138,34,41,5,51,56,33,13,2,22,44,243
Nebraska7,7,Jordy Tshimanga,SO,C,Nebraska,Big Ten,30,410,49,106,49,106,0,0,22,39,58,82,140,15,7,13,37,71,120
Nebraska8,8,Thomas Allen,FR,G,Nebraska,Big Ten,31,310,34,86,17,38,17,48,16,20,5,26,31,16,7,0,20,8,101
Nebraska9,9,Duby Okeke,SR,C,Nebraska,Big Ten,27,192,8,19,8,19,0,0,4,10,24,25,49,2,5,27,17,39,20
Nebraska10,10,Tanner Borchardt,JR,F,Nebraska,Big Ten,20,118,6,13,6,13,0,0,6,14,17,19,36,2,2,4,2,23,18
Nebraska11,11,Jack McVeigh,JR,F,Nebraska,Big Ten,14,105,10,29,4,11,6,18,1,1,4,11,15,2,5,2,5,11,27
Nebraska12,12,Nana Akenten,FR,G,Nebraska,Big Ten,7,21,2,9,0,1,2,8,1,2,1,1,2,0,0,0,0,0,7
Nebraska13,13,Thorir Thorbjarnarson,FR,G,Nebraska,Big Ten,9,19,3,7,1,2,2,5,0,0,1,3,4,3,1,0,1,4,8
Nebraska14,14,Malcolm Laws,SR,G,Nebraska,Big Ten,10,15,1,7,1,4,0,3,0,0,0,0,0,0,0,0,1,0,2
Nebraska15,15,Johnny Trueblood,SO,G,Nebraska,Big Ten,7,11,0,2,0,2,0,0,1,4,0,3,3,1,0,0,3,1,1
Nebraska-Omaha1,1,Zach Jackson,JR,G,Nebraska-Omaha,Summit,31,985,192,366,150,268,42,98,121,147,46,150,196,29,35,12,68,70,547
Nebraska-Omaha2,2,Daniel Norl,SR,G,Nebraska-Omaha,Summit,31,985,138,291,94,167,44,124,78,95,18,88,106,78,24,6,68,69,398
Nebraska-Omaha3,3,JT Gibson,SO,G,Nebraska-Omaha,Summit,31,878,113,258,56,110,57,148,33,38,9,63,72,81,27,4,52,63,316
Nebraska-Omaha4,4,KJ Robinson,SO,G,Nebraska-Omaha,Summit,28,815,100,262,59,148,41,114,28,34,5,57,62,74,23,3,68,39,269
Nebraska-Omaha5,5,Matt Pile,FR,F,Nebraska-Omaha,Summit,31,529,83,128,83,128,0,0,21,60,48,83,131,24,8,32,33,69,187
Nebraska-Omaha6,6,Lamar Wofford-Humphrey,SR,F,Nebraska-Omaha,Summit,25,487,86,171,75,145,11,26,21,35,48,73,121,17,7,14,34,64,204
Nebraska-Omaha7,7,Ayo Akinwole,FR,G,Nebraska-Omaha,Summit,31,481,39,90,24,50,15,40,11,19,10,45,55,44,23,1,18,25,104
Nebraska-Omaha8,8,Mitchell Hahn,JR,F,Nebraska-Omaha,Summit,15,453,56,166,33,85,23,81,41,55,13,93,106,27,15,6,18,29,176
Nebraska-Omaha9,9,Daniel Meyer,SR,F,Nebraska-Omaha,Summit,27,276,33,78,33,77,0,1,6,27,26,33,59,12,3,4,18,37,72
Nebraska-Omaha10,10,Alex Allbery,SR,G,Nebraska-Omaha,Summit,26,217,19,41,13,27,6,14,3,5,10,14,24,8,11,1,14,19,47
Nebraska-Omaha11,11,Renard Suggs,,G,Nebraska-Omaha,Summit,18,188,18,61,3,13,15,48,2,2,2,17,19,11,1,0,10,14,53
Nebraska-Omaha12,12,Brenden Lipovsky,,G,Nebraska-Omaha,Summit,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada1,1,Jordan Caroline,JR,G,Nevada,MWC,34,1170,206,434,173,332,33,102,165,229,90,208,298,71,22,5,67,78,610
Nevada2,2,Cody Martin,JR,F,Nevada,MWC,33,1162,172,334,158,287,14,47,92,135,61,148,209,151,55,48,66,79,450
Nevada3,3,Caleb Martin,JR,F,Nevada,MWC,33,1091,204,444,115,226,89,218,132,176,31,143,174,85,41,18,56,86,629
Nevada4,4,Kendall Stephens,SR,G,Nevada,MWC,34,917,143,320,25,54,118,266,44,48,15,54,69,21,17,23,28,83,448
Nevada5,5,Lindsey Drew,JR,G,Nevada,MWC,27,789,77,159,61,118,16,41,50,62,25,86,111,117,26,24,35,72,220
Nevada6,6,Josh Hall,SO,G,Nevada,MWC,32,725,75,157,60,108,15,49,38,51,39,83,122,48,18,12,39,53,203
Nevada7,7,Hallice Cooke,SR,G,Nevada,MWC,34,679,54,122,12,36,42,86,18,21,8,63,71,54,20,4,21,72,168
Nevada8,8,Elijah Foster,SR,F,Nevada,MWC,30,207,17,42,17,40,0,2,19,26,10,38,48,10,8,3,7,33,53
Nevada9,9,Darien Williams,SR,F,Nevada,MWC,15,98,11,27,10,20,1,7,9,12,4,22,26,2,3,2,10,17,32
Nevada10,10,Charlie Tooley,SO,G,Nevada,MWC,11,15,2,12,0,1,2,11,2,2,2,0,2,0,1,0,4,7,8
Nevada11,11,John Jones,FR,G,Nevada,MWC,6,6,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
Nevada12,12,Justin Brent,,G,Nevada,MWC,3,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2
Nevada13,13,Elijah Cooks,,G,Nevada,MWC,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Nevada14,14,David Cunningham,,G,Nevada,MWC,4,4,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2
Nevada-Las Vegas1,1,Jordan Johnson,SR,G,Nevada-Las Vegas,MWC,33,1132,124,290,75,164,49,126,153,182,15,78,93,199,39,8,90,76,450
Nevada-Las Vegas2,2,Jovan Mooring,SR,G,Nevada-Las Vegas,MWC,33,1077,135,362,72,160,63,202,122,152,9,91,100,110,38,2,62,75,455
Nevada-Las Vegas3,3,Shakur Juiston,JR,F,Nevada-Las Vegas,MWC,33,1002,218,341,216,339,2,2,44,86,89,240,329,64,30,21,84,93,482
Nevada-Las Vegas4,4,Brandon McCoy,FR,F,Nevada-Las Vegas,MWC,33,949,208,382,205,373,3,9,140,193,103,238,341,17,15,60,87,87,559
Nevada-Las Vegas5,5,Kris Clyburn,JR,G,Nevada-Las Vegas,MWC,33,748,84,205,50,101,34,104,39,69,40,65,105,48,17,9,43,43,241
Nevada-Las Vegas6,6,Amauri Hardy,FR,G,Nevada-Las Vegas,MWC,33,625,60,148,40,80,20,68,24,33,7,44,51,54,14,6,25,43,164
Nevada-Las Vegas7,7,Tervell Beck,FR,F,Nevada-Las Vegas,MWC,33,533,88,148,79,123,9,25,57,92,35,43,78,16,6,4,32,49,242
Nevada-Las Vegas8,8,Cheickna MBacke Diong,FR,F,Nevada-Las Vegas,MWC,29,276,22,40,22,40,0,0,18,29,20,54,74,6,13,21,21,59,62
Nevada-Las Vegas9,9,Cheickna Dembele,SO,F,Nevada-Las Vegas,MWC,25,177,14,30,14,30,0,0,13,28,23,9,32,10,5,14,12,19,41
Nevada-Las Vegas10,10,Anthony Smith,JR,F,Nevada-Las Vegas,MWC,13,144,20,40,16,27,4,13,1,2,14,14,28,8,6,1,8,24,45
Nevada-Las Vegas11,11,Jay Green,FR,G,Nevada-Las Vegas,MWC,15,62,5,14,4,9,1,5,1,2,3,1,4,3,1,0,5,12,12
New Hampshire1,1,Tanner Leissner,SR,F,New Hampshire,AEC,31,1111,195,432,157,317,38,115,153,199,81,133,214,63,15,10,50,65,581
New Hampshire2,2,Iba Camara,SR,F,New Hampshire,AEC,31,808,110,230,110,230,0,0,78,108,78,253,331,27,17,14,58,89,298
New Hampshire3,3,Jordan Reed,JR,G,New Hampshire,AEC,27,758,69,209,20,52,49,157,11,13,14,57,71,55,14,4,46,51,198
New Hampshire4,4,Josh Hopkins,FR,G,New Hampshire,AEC,31,722,74,225,22,55,52,170,31,40,21,48,69,19,7,7,24,57,231
New Hampshire5,5,John Ogwuche,SO,G,New Hampshire,AEC,30,671,59,146,29,65,30,81,30,38,21,66,87,29,14,6,25,52,178
New Hampshire6,6,Elijah Jordan,FR,G,New Hampshire,AEC,28,656,61,167,30,84,31,83,20,30,12,49,61,87,12,0,56,53,173
New Hampshire7,7,Jacoby Armstrong,SR,F,New Hampshire,AEC,29,583,69,146,60,111,9,35,40,55,45,74,119,35,8,8,33,92,187
New Hampshire8,8,Darryl Stewart,JR,G,New Hampshire,AEC,23,310,31,95,19,45,12,50,9,16,7,19,26,28,8,1,29,32,83
New Hampshire9,9,Keon Burns,SR,G,New Hampshire,AEC,22,217,21,50,2,10,19,40,3,4,5,26,31,8,3,1,11,17,64
New Hampshire10,10,Evan Horn,,G,New Hampshire,AEC,14,141,11,38,6,21,5,17,9,15,4,27,31,9,5,2,15,27,36
New Hampshire11,11,David Watkins,JR,F,New Hampshire,AEC,18,131,15,41,8,14,7,27,3,4,7,20,27,3,0,2,5,10,40
New Hampshire12,12,Luke Rosinski,SO,F,New Hampshire,AEC,12,64,3,13,3,12,0,1,11,17,9,9,18,3,5,0,6,5,17
New Hampshire13,13,Chris Lester,SO,F,New Hampshire,AEC,4,28,7,11,7,11,0,0,3,5,8,5,13,3,3,1,0,5,17
New Mexico1,1,Joe Furstinger,SR,F,New Mexico,MWC,33,895,117,211,113,187,4,24,105,131,49,175,224,70,22,53,49,97,343
New Mexico2,2,Chris McNeal,,G,New Mexico,MWC,34,829,102,274,46,96,56,178,63,83,6,56,62,93,26,0,64,56,323
New Mexico3,3,Antino Jackson,SR,G,New Mexico,MWC,33,775,112,275,43,97,69,178,51,67,11,57,68,151,47,0,80,80,344
New Mexico4,4,Anthony Mathis,JR,G,New Mexico,MWC,34,762,134,271,36,64,98,207,67,78,14,58,72,34,19,4,27,87,433
New Mexico5,5,Dane Kuiper,JR,F,New Mexico,MWC,34,755,69,192,29,63,40,129,41,49,15,95,110,51,32,7,26,73,219
New Mexico6,6,Troy Simmons,JR,G,New Mexico,MWC,29,676,96,242,43,96,53,146,41,52,33,56,89,42,52,5,32,67,286
New Mexico7,7,Makuach Maluach,FR,G,New Mexico,MWC,34,670,117,211,88,148,29,63,64,79,37,48,85,33,19,8,43,82,327
New Mexico8,8,Sam Logwood,SR,G,New Mexico,MWC,26,669,121,246,117,235,4,11,92,115,48,88,136,40,14,0,59,67,338
New Mexico9,9,Vladimir Pinchuk,FR,F,New Mexico,MWC,31,441,37,61,37,61,0,0,22,46,27,51,78,6,2,12,16,57,96
New Mexico10,10,Jachai Simmons,JR,F,New Mexico,MWC,25,341,33,81,19,38,14,43,4,8,14,27,41,18,18,7,14,29,84
New Mexico11,11,Mike Mondragon,,G,New Mexico,MWC,6,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,2
New Mexico State1,1,Zach Lofton,SR,G,New Mexico State,WAC,32,1017,207,457,124,240,83,217,134,175,37,127,164,55,34,4,66,66,631
New Mexico State2,2,Jemerrio Jones,SR,F,New Mexico State,WAC,33,925,162,321,158,279,4,42,36,67,124,311,435,102,35,18,79,73,364
New Mexico State3,3,A.J. Harris,SO,G,New Mexico State,WAC,32,884,119,294,82,168,37,126,32,58,14,49,63,94,29,10,53,67,307
New Mexico State4,4,Sidy N'Dir,,G,New Mexico State,WAC,33,874,86,205,54,107,32,98,60,80,31,69,100,47,21,16,44,66,264
New Mexico State5,5,Eli Chuha,JR,F,New Mexico State,WAC,32,599,105,205,97,173,8,32,54,91,61,97,158,29,14,7,44,67,272
New Mexico State6,6,Johnathon Wilkins,SR,F,New Mexico State,WAC,33,585,91,162,77,126,14,36,13,25,44,49,93,43,5,20,30,76,209
New Mexico State7,7,Johnny McCants,JR,F,New Mexico State,WAC,33,507,61,105,61,102,0,3,14,36,54,87,141,13,13,24,22,55,136
New Mexico State8,8,Shunn Buchanan,SO,G,New Mexico State,WAC,33,478,22,85,12,51,10,34,15,23,6,52,58,55,12,0,32,38,69
New Mexico State9,9,Keyon Jones,JR,G,New Mexico State,WAC,29,400,51,115,14,25,37,90,8,13,9,40,49,16,19,1,19,48,147
New Mexico State10,10,Joe Garza,SR,G,New Mexico State,WAC,18,151,8,30,0,2,8,28,6,7,0,8,8,4,1,0,8,16,30
New Mexico State11,11,Gabe Hadley,FR,G,New Mexico State,WAC,21,134,19,49,3,8,16,41,1,2,1,10,11,4,2,1,4,2,55
New Mexico State12,12,Leston Gordon,JR,C,New Mexico State,WAC,19,38,4,9,4,9,0,0,1,4,5,6,11,3,1,0,5,10,9
New Mexico State13,13,Kortrijk Miles,FR,G,New Mexico State,WAC,14,32,4,5,4,4,0,1,3,5,2,5,7,2,0,0,4,7,11
New Mexico State14,14,Wayne Stewart,JR,G,New Mexico State,WAC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans1,1,Makur Puou,SR,F,New Orleans,Southland,31,828,100,205,100,204,0,1,67,96,59,108,167,28,20,24,59,65,267
New Orleans2,2,Travin Thibodeaux,SR,F,New Orleans,Southland,26,746,160,294,144,254,16,40,87,126,29,119,148,76,36,29,56,69,423
New Orleans3,3,Bryson Robinson,SO,G,New Orleans,Southland,27,673,81,204,31,67,50,137,45,55,14,45,59,75,22,0,44,40,257
New Orleans4,4,Troy Green,FR,G,New Orleans,Southland,31,610,74,164,70,146,4,18,78,109,24,58,82,65,15,1,54,77,230
New Orleans5,5,Ezekiel Charles,JR,G,New Orleans,Southland,29,605,66,156,22,59,44,97,26,36,32,62,94,27,17,6,29,38,202
New Orleans6,6,Michael Zeno,SR,G,New Orleans,Southland,31,570,61,179,61,175,0,4,50,79,30,72,102,43,26,11,52,47,172
New Orleans7,7,Dionte Champion,JR,G,New Orleans,Southland,28,509,51,97,47,76,4,21,47,67,27,55,82,21,25,7,26,61,153
New Orleans8,8,Lamont Berzat,FR,G,New Orleans,Southland,29,449,35,84,18,35,17,49,23,35,4,28,32,44,30,0,30,42,110
New Orleans9,9,Damion Rosser,FR,G,New Orleans,Southland,31,444,52,108,50,101,2,7,27,52,27,41,68,26,7,3,32,49,133
New Orleans10,10,Scott Plaisance,,F,New Orleans,Southland,23,321,39,99,38,93,1,6,17,25,22,33,55,11,14,14,32,53,96
New Orleans11,11,Tyren Harrison,JR,G,New Orleans,Southland,24,223,18,32,15,24,3,8,6,13,13,27,40,20,7,7,21,22,45
New Orleans12,12,Matthew Jiles,SR,G,New Orleans,Southland,23,158,11,32,6,14,5,18,7,13,3,2,5,6,7,1,10,12,34
New Orleans13,13,Bol Riek,,C,New Orleans,Southland,11,41,4,8,3,6,1,2,5,9,4,5,9,3,0,6,4,8,14
New Orleans14,14,Jorge Rosa,SR,G,New Orleans,Southland,2,26,4,9,4,6,0,3,2,2,2,4,6,4,0,0,0,2,10
New Orleans15,15,Charles Bohannon,,G,New Orleans,Southland,11,22,2,7,2,3,0,4,1,2,0,2,2,1,0,0,4,1,5
Niagara1,1,Kahlil Dukes,SR,G,Niagara,MAAC,32,1083,218,465,124,244,94,221,146,160,6,64,70,104,24,1,76,55,676
Niagara2,2,Marvin Prochet,JR,F,Niagara,MAAC,32,1053,112,268,62,137,50,131,54,77,64,187,251,57,27,33,21,71,328
Niagara3,3,Matt Scott,SR,G,Niagara,MAAC,28,942,177,413,130,266,47,147,146,206,67,139,206,75,33,14,63,59,547
Niagara4,4,Dominic Robb,JR,F,Niagara,MAAC,32,618,88,152,87,150,1,2,44,74,42,87,129,13,6,46,28,76,221
Niagara5,5,James Towns,SO,G,Niagara,MAAC,32,586,92,187,68,122,24,65,89,113,9,45,54,68,18,0,53,33,297
Niagara6,6,Greg King,JR,F,Niagara,MAAC,32,537,65,110,65,110,0,0,18,50,65,113,178,10,9,23,28,81,148
Niagara7,7,Keleaf Tate,FR,G,Niagara,MAAC,31,471,53,150,27,81,26,69,11,21,18,37,55,12,16,0,17,39,143
Niagara8,8,Chris Barton,SO,G,Niagara,MAAC,26,423,37,94,32,77,5,17,46,57,14,29,43,22,6,0,31,47,125
Niagara9,9,Kevin Larkin,JR,G,Niagara,MAAC,28,366,43,125,26,68,17,57,11,15,15,58,73,12,13,3,16,39,114
Niagara10,10,Greg Kuakumensah,FR,F,Niagara,MAAC,29,267,23,59,22,48,1,11,7,12,21,31,52,9,6,11,12,47,54
Niagara11,11,Kierell Green,FR,F,Niagara,MAAC,20,97,10,24,6,8,4,16,4,6,9,18,27,4,3,8,7,22,28
Niagara12,12,Sam Volmy,,G,Niagara,MAAC,4,5,0,3,0,2,0,1,2,2,0,2,2,0,0,0,0,1,2
Niagara13,13,Dominik Fragala,,G,Niagara,MAAC,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholls State1,1,Kevin Johnson,FR,G,Nicholls State,Southland,32,962,78,199,52,112,26,87,28,38,26,63,89,84,61,0,37,68,210
Nicholls State2,2,Jahvaughn Powell,SR,G,Nicholls State,Southland,32,894,112,271,42,84,70,187,23,30,10,80,90,86,74,0,62,89,317
Nicholls State3,3,Tevon Saddler,SR,G,Nicholls State,Southland,30,878,162,343,143,272,19,71,131,171,45,154,199,85,48,7,95,89,474
Nicholls State4,4,Roddy Peters,SR,G,Nicholls State,Southland,32,858,229,445,218,407,11,38,160,210,28,160,188,135,44,6,121,79,629
Nicholls State5,5,Kimani Jackson,SR,F,Nicholls State,Southland,32,676,104,161,103,157,1,4,65,96,78,106,184,12,23,26,53,115,274
Nicholls State6,6,Lafayette Rutledge,SR,G,Nicholls State,Southland,32,668,99,247,2,7,97,240,28,37,7,37,44,14,20,0,12,42,323
Nicholls State7,7,Ryghe Lyons,FR,F,Nicholls State,Southland,28,507,63,111,62,107,1,4,13,25,45,57,102,38,18,44,49,69,140
Nicholls State8,8,Legend Robertin,SR,C,Nicholls State,Southland,32,301,30,55,30,54,0,1,14,26,25,43,68,1,1,38,23,67,74
Nicholls State9,9,Daniel Regis,JR,C,Nicholls State,Southland,19,216,16,34,16,33,0,1,18,34,22,29,51,4,2,4,14,43,50
Nicholls State10,10,Stevie Repichowski,SR,G,Nicholls State,Southland,23,191,23,56,3,7,20,49,3,4,3,12,15,2,6,0,4,21,69
Nicholls State11,11,Zaquavian Smith,JR,G,Nicholls State,Southland,6,133,18,52,6,16,12,36,8,11,4,18,22,3,5,0,5,16,56
Nicholls State12,12,Zach Young,SR,G,Nicholls State,Southland,15,53,1,10,1,5,0,5,6,8,0,5,5,8,4,0,5,5,8
Nicholls State13,13,Maurice O'Field,,G,Nicholls State,Southland,4,39,6,7,3,3,3,4,2,6,2,9,11,0,1,1,2,5,17
Nicholls State14,14,Rafe Blades,FR,G,Nicholls State,Southland,10,23,0,3,0,1,0,2,0,0,2,4,6,2,0,0,2,4,0
NJIT1,1,Anthony Tarke,SO,G,NJIT,A-Sun,30,930,161,399,120,256,41,143,91,142,45,136,181,57,38,24,60,65,454
NJIT2,2,Abdul Lewis,,F,NJIT,A-Sun,28,813,120,236,110,211,10,25,88,134,89,157,246,56,10,24,85,82,338
NJIT3,3,Diandre Wilson,JR,G,NJIT,A-Sun,29,732,101,243,60,139,41,104,52,76,10,55,65,39,33,12,53,61,295
NJIT4,4,Shyquan Gibbs,SO,G,NJIT,A-Sun,30,671,55,117,31,69,24,48,39,48,10,56,66,57,31,2,29,73,173
NJIT5,5,Zach Cooks,FR,G,NJIT,A-Sun,30,663,87,191,46,96,41,95,41,56,11,54,65,64,48,5,50,34,256
NJIT6,6,Reilly Walsh,JR,G,NJIT,A-Sun,30,586,52,110,37,65,15,45,11,19,26,55,81,34,31,1,26,62,130
NJIT7,7,Shawndale Jones,FR,G,NJIT,A-Sun,30,486,71,166,51,112,20,54,31,42,22,58,80,30,16,2,24,31,193
NJIT8,8,Mohamed Bendary,JR,F,NJIT,A-Sun,29,345,54,76,54,76,0,0,4,10,37,51,88,26,10,13,25,53,112
NJIT9,9,Donovan Greer,JR,G,NJIT,A-Sun,25,332,39,105,11,26,28,79,8,10,12,24,36,24,8,0,13,41,114
NJIT10,10,San Antonio Brinson,FR,F,NJIT,A-Sun,23,186,22,56,22,44,0,12,16,23,17,31,48,12,8,7,7,16,60
NJIT11,11,Chris Jenkins,SR,G,NJIT,A-Sun,13,111,11,38,0,4,11,34,0,0,1,6,7,5,3,0,4,8,33
NJIT12,12,David Kachelries,FR,G,NJIT,A-Sun,14,100,21,36,18,26,3,10,2,4,6,3,9,8,7,2,7,13,47
NJIT13,13,Taj Price,SO,F,NJIT,A-Sun,15,95,14,30,12,26,2,4,13,15,11,14,25,5,3,5,6,17,43
Norfolk State1,1,Steven Whitley,SO,G,Norfolk State,MEAC,33,946,144,323,113,234,31,89,85,130,44,145,189,154,53,4,101,92,404
Norfolk State2,2,Preston Bungei,SR,F,Norfolk State,MEAC,33,926,100,235,91,201,9,34,73,102,52,149,201,71,29,23,77,93,282
Norfolk State3,3,Kyle Williams,SR,G,Norfolk State,MEAC,32,871,101,242,36,79,65,163,40,58,23,91,114,44,22,8,51,53,307
Norfolk State4,4,Alex Long,JR,F,Norfolk State,MEAC,32,861,141,275,141,271,0,4,53,96,56,128,184,29,28,27,63,100,335
Norfolk State5,5,Derrik Jamerson Jr.,JR,G,Norfolk State,MEAC,33,842,102,240,27,52,75,188,3,5,44,59,103,14,30,10,27,68,282
Norfolk State6,6,Nic Thomas,SO,G,Norfolk State,MEAC,30,608,72,223,35,108,37,115,73,92,25,61,86,45,10,0,55,54,254
Norfolk State7,7,Mastadi Pitt,FR,G,Norfolk State,MEAC,29,590,81,213,49,124,32,89,51,69,7,48,55,67,12,0,41,55,245
Norfolk State8,8,Dan Robinson,SR,C,Norfolk State,MEAC,29,394,31,72,31,72,0,0,23,40,39,55,94,7,2,21,35,75,85
Norfolk State9,9,Bryan Gellineau,,C,Norfolk State,MEAC,26,293,48,80,48,80,0,0,12,21,29,27,56,9,6,9,27,61,108
Norfolk State10,10,Stavian Allen,SR,F,Norfolk State,MEAC,28,291,38,89,33,64,5,25,16,24,28,48,76,9,13,12,19,42,97
Norfolk State11,11,Vilontae Eanes,,G,Norfolk State,MEAC,2,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
North Carolina1,1,Luke Maye,JR,F,North Carolina,ACC,35,1141,243,491,195,382,48,109,68,110,106,247,353,83,35,38,65,84,602
North Carolina2,2,Joel Berry,SR,G,North Carolina,ACC,34,1121,195,493,106,242,89,251,103,116,20,100,120,111,37,11,62,54,582
North Carolina3,3,Kenny Williams,JR,G,North Carolina,ACC,35,1090,148,305,81,136,67,169,36,52,37,92,129,87,36,17,38,66,399
